analyst_id,Ticker,Quarter,Reported,Rank,EpsPoints,RevenuePoints,TotalPoints
Canaccord_164,BSX,Q4 2019,5-Feb-20,9/12,8,-2,6
Canaccord_164,EW,Q4 2019,30-Jan-20,16 / 23,-2,-3,-5
Canaccord_164,GWRE,Q1 2022,2-Dec-21,2/7,-2,-2,-4
Canaccord_164,DAVA,Q1 2022,16-Nov-21,4/5,8,-3,5
Canaccord_164,G,Q3 2021,9-Nov-21,3/4,7,-2,5
Canaccord_164,EPAY,Q1 2022,9-Nov-21,3/5,15,-6,9
Canaccord_164,PYPL,Q3 2021,8-Nov-21,67 / 111,-3,-1,-4
Canaccord_164,GDOT,Q3 2021,4-Nov-21,4/6,13,-5,8
Canaccord_164,SQ,Q3 2021,4-Nov-21,28 / 91,-1,-3,-4
Canaccord_164,EPAM,Q3 2021,4-Nov-21,6/8,-2,-1,-3
Canaccord_164,ACIW,Q3 2021,4-Nov-21,3/4,-7,12,5
Canaccord_164,QTWO,Q3 2021,3-Nov-21,5/7,-2,8,6
Canaccord_164,SPNS,Q3 2021,3-Nov-21,1/5,8,25,33
Canaccord_164,EXLS,Q3 2021,2-Nov-21,3/3,-4,-5,-9
Canaccord_164,EVER,Q3 2021,1-Nov-21,2/8,,20,20
Canaccord_164,SSNC,Q3 2021,28-Oct-21,5/7,10,8,18
Canaccord_164,WNS,Q2 2022,28-Oct-21,4/4,-4,-4,-8
Canaccord_164,TREE,Q3 2021,28-Oct-21,5/7,-2,13,11
Canaccord_164,PRFT,Q3 2021,28-Oct-21,7/9,-12,8,-4
Canaccord_164,CTSH,Q3 2021,27-Oct-21,6/7,-3,-4,-7
Canaccord_164,CSGP,Q3 2021,26-Oct-21,4/8,7,23,30
Canaccord_164,EEFT,Q3 2021,21-Oct-21,6/8,9,7,16
Canaccord_164,DAVA,Q4 2021,28-Sep-21,1/4,10,-3,7
Canaccord_164,GWRE,Q4 2021,2-Sep-21,2/3,13,-4,9
Canaccord_164,EPAY,Q4 2021,10-Aug-21,4/4,-21,18,-3
Canaccord_164,G,Q2 2021,5-Aug-21,3/3,9,8,17
Canaccord_164,EPAM,Q2 2021,5-Aug-21,4/8,15,16,31
Canaccord_164,ACIW,Q2 2021,5-Aug-21,1/4,15,23,38
Canaccord_164,QTWO,Q2 2021,4-Aug-21,6/6,-8,-10,-18
Canaccord_164,SPNS,Q2 2021,4-Aug-21,2/5,-4,16,12
Canaccord_164,GDOT,Q2 2021,3-Aug-21,6/6,-5,-5,-10
Canaccord_164,EVER,Q2 2021,2-Aug-21,6/8,,-4,-4
Canaccord_164,SQ,Q2 2021,2-Aug-21,52 / 74,-8,-2,-10
Canaccord_164,TREE,Q2 2021,29-Jul-21,9/9,-6,-3,-9
Canaccord_164,EXLS,Q2 2021,29-Jul-21,3/3,-6,9,3
Canaccord_164,PRFT,Q2 2021,29-Jul-21,4/5,-5,-4,-9
Canaccord_164,PYPL,Q2 2021,28-Jul-21,5/1,-1,23,22
Canaccord_164,SSNC,Q2 2021,28-Jul-21,3/5,10,-3,7
Needham_12,CTSH,Q2 2021,28-Jul-21,8/12,-4,-4,-8
Needham_12,EEFT,Q2 2021,28-Jul-21,3/6,20,-5,15
Needham_12,CSGP,Q2 2021,27-Jul-21,12/13,-13,14,1
Needham_12,WNS,Q1 2022,15-Jul-21,4/4,-5,-7,-12
Needham_12,GWRE,Q3 2021,2-Jun-21,8/8,-4,-10,-14
Needham_12,G,Q1 2021,10-May-21,6/6,-4,-7,-11
Needham_12,SQ,Q1 2021,6-May-21,134 / 141,-7,-4,-11
Needham_12,ACIW,Q1 2021,6-May-21,4/5,-5,-4,-9
Needham_12,EPAM,Q1 2021,6-May-21,4/6,6,9,15
Needham_12,PYPL,Q1 2021,5-May-21,134 / 145,-6,-4,-10
Needham_12,CTSH,Q1 2021,5-May-21,7/8,-9,-5,-14
Needham_12,GDOT,Q1 2021,5-May-21,7/8,-1,-5,-6
Needham_12,QTWO,Q1 2021,5-May-21,4/7,-6,10,4
Needham_12,EPAY,Q3 2021,4-May-21,1/8,-3,-1,-4
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Needham_12,,,,,,,
Saleh_1973,,,,,,,
srehman74,,,,,,,
Analyst_8113162,,,,,,,
GHS_52,,,,,,,
Analyst_8364807,,,,,,,
Analyst_5437074,,,,,,,
rrg1964,,,,,,,
Thobanis,,,,,,,
ixos,,,,,,,
Analyst_7968069,,,,,,,
Analyst_1487231,,,,,,,
352REALLUX,,,,,,,
Wx_Torn,,,,,,,
vpzhig,,,,,,,
Roth_8,,,,,,,
Analyst_2088276,,,,,,,
Oppenheimer_74,,,,,,,
TH312556,,,,,,,
Analyst_273114,,,,,,,
HenrikS,,,,,,,
Buck_6966,,,,,,,
SOLO,,,,,,,
Analyst_3353938,,,,,,,
Griffin_5,,,,,,,
tibby_t,,,,,,,
ersan,,,,,,,
Suntrust_57,,,,,,,
MM126352,,,,,,,
GHS_12,,,,,,,
GHS_39,,,,,,,
GHS_29,,,,,,,
Suntrust_2,,,,,,,
GHS_8,,,,,,,
coachtui,,,,,,,
Abbasmash,,,,,,,
Oppenheimer_27,,,,,,,
Analyst_958068,,,,,,,
Analyst_4321238,,,,,,,
Analyst_3038787,,,,,,,
Analyst_6143517,,,,,,,
Analyst_785028,,,,,,,
Analyst_7034161,,,,,,,
Analyst_3098981,,,,,,,
Analyst_14137,,,,,,,
Analyst_6661262,,,,,,,
R,,,,,,,
InNeedOfAssets,,,,,,,
Analyst_4331949,,,,,,,
Analyst_7174806,,,,,,,
miros,,,,,,,
Analyst_7292486,,,,,,,
Analyst_umbi,,,,,,,
Analyst_703153,,,,,,,
Analyst_9001123,,,,,,,
Roth_43,,,,,,,
Roth_5,,,,,,,
Roth_42,,,,,,,
Needham_42,,,,,,,
Analyst_BoyBoy,,,,,,,
DerBrandi,,,,,,,
analyst_id,Ticker,Quarter,Reported,Rank,EpsPoints,RevenuePoints,TotalPoints
GHS_44,CCMP,Q4 2021,10-Nov-21,1/7,15,-3,12
GHS_44,ASH,Q4 2021,9-Nov-21,1/5,12,25,37
GHS_44,MTX,Q3 2021,4-Nov-21,4/4,-10,-15,-25
GHS_44,KWR,Q3 2021,4-Nov-21,3/4,-6,9,3
GHS_44,KOP,Q3 2021,4-Nov-21,1/4,16,12,28
GHS_44,APD,Q4 2021,4-Nov-21,8/12,-2,11,9
GHS_44,ALB,Q3 2021,3-Nov-21,10/18,8,11,19
GHS_44,VVV,Q4 2021,3-Nov-21,3/7,-2,-1,-3
GHS_44,FMC,Q3 2021,2-Nov-21,9/10,-6,-8,-14
GHS_44,HUN,Q3 2021,29-Oct-21,11/13,-4,11,7
GHS_44,AVNT,Q3 2021,28-Oct-21,4/7,-2,-4,-6
GHS_44,LIN,Q3 2021,28-Oct-21,7/8,13,-11,2
GHS_44,ENTG,Q3 2021,26-Oct-21,1/8,9,19,28
GHS_44,SHW,Q3 2021,26-Oct-21,4/13,-1,21,20
GHS_44,ECL,Q3 2021,26-Oct-21,7/7,10,-7,3
GHS_44,AXTA,Q3 2021,25-Oct-21,3/4,10,-3,7
GHS_44,PPG,Q3 2021,20-Oct-21,6/7,-4,-4,-8
GHS_44,SCL,Q3 2021,20-Oct-21,5/5,-10,12,2
GHS_44,RPM,Q1 2022,6-Oct-21,8/14,-4,14,10
GHS_44,FUL,Q3 2021,22-Sep-21,3/4,-2,10,8
GHS_44,APD,Q3 2021,9-Aug-21,5/10,-6,17,11
GHS_44,VVV,Q3 2021,4-Aug-21,7/9,9,-2,7
GHS_44,CCMP,Q3 2021,4-Aug-21,2/6,11,16,27
GHS_44,ALB,Q2 2021,4-Aug-21,14 / 20,-5,-2,-7
GHS_44,KWR,Q2 2021,3-Aug-21,2/5,9,18,27
GHS_44,GRA,Q2 2021,2-Aug-21,4/4,-4,-4,-8
GHS_44,AVNT,Q2 2021,30-Jul-21,1/7,11,19,30
GHS_44,LIN,Q2 2021,30-Jul-21,3/6,9,14,23
GHS_44,MTX,Q2 2021,29-Jul-21,4/4,-4,-9,-13
GHS_44,ENTG,Q2 2021,27-Jul-21,5/7,-3,-3,-6
GHS_44,AXTA,Q2 2021,26-Jul-21,8/8,-9,7,-2
GHS_44,RPM,Q4 2021,26-Jul-21,2/13,-1,20,19
GHS_44,FUL,Q2 2021,23-Jun-21,3/4,-2,8,6
GHS_44,CCMP,Q4 2021,10-Nov-21,5/7,-5,-3,-8
Analyst_4544968,ASH,Q4 2021,9-Nov-21,5/5,-15,-7,-22
Analyst_4544968,MTX,Q3 2021,4-Nov-21,1/4,25,-4,21
Analyst_4544968,KWR,Q3 2021,4-Nov-21,4/4,-8,11,3
Analyst_4544968,KOP,Q3 2021,4-Nov-21,4/4,-7,-7,-14
Analyst_4544968,APD,Q4 2021,4-Nov-21,5/12,25,-4,21
Analyst_4544968,ALB,Q3 2021,3-Nov-21,16 / 18,-5,9,4
Analyst_4544968,VVV,Q4 2021,3-Nov-21,5/7,-2,-2,-4
Analyst_4544968,FMC,Q3 2021,2-Nov-21,10/10,-9,-14,-23
Analyst_4544968,HUN,Q3 2021,29-Oct-21,12/13,-12,-4,-16
Analyst_4544968,AVNT,Q3 2021,28-Oct-21,7/7,-14,-21,-35
Analyst_4544968,LIN,Q3 2021,28-Oct-21,8/8,-15,-13,-28
Analyst_4544968,ENTG,Q3 2021,26-Oct-21,8/8,-9,-6,-15
Analyst_4544968,SHW,Q3 2021,26-Oct-21,12/13,-25,-25,-50
Analyst_4544968,ECL,Q3 2021,26-Oct-21,3/7,8,12,20
Analyst_4544968,AXTA,Q3 2021,25-Oct-21,4/4,-12,-9,-21
Analyst_4544968,PPG,Q3 2021,20-Oct-21,7/7,-23,-7,-30
Analyst_4544968,SCL,Q3 2021,20-Oct-21,1/5,17,9,26
Analyst_4544968,RPM,Q1 2022,6-Oct-21,9/14,-5,-4,-9
Analyst_4544968,FUL,Q3 2021,22-Sep-21,4/4,-9,-9,-18
Analyst_4544968,APD,Q3 2021,9-Aug-21,6/10,-4,13,9
Analyst_4544968,KOP,Q2 2021,6-Aug-21,1/2,25,-4,21
Analyst_4544968,VVV,Q3 2021,4-Aug-21,6/9,10,-2,8
Analyst_4544968,CCMP,Q3 2021,4-Aug-21,3/6,11,-3,8
Analyst_4544968,ALB,Q2 2021,4-Aug-21,3/20,-5,23,18
Analyst_4544968,FMC,Q2 2021,3-Aug-21,9/10,-7,4,-3
Analyst_4544968,KWR,Q2 2021,3-Aug-21,1/5,10,21,31
Analyst_4544968,GRA,Q2 2021,2-Aug-21,3/4,-4,-4,-8
Analyst_4544968,AVNT,Q2 2021,30-Jul-21,5/7,-5,6,1
Analyst_4544968,HUN,Q2 2021,30-Jul-21,5/6,-3,13,10
Analyst_4544968,LIN,Q2 2021,30-Jul-21,5/6,-4,9,5
Analyst_4544968,MTX,Q2 2021,29-Jul-21,3/4,-7,-2,-9
Analyst_4544968,SCL,Q2 2021,28-Jul-21,1/4,-3,12,9
Analyst_4544968,ASH,Q3 2021,27-Jul-21,3/3,-7,22,15
Analyst_4544968,SHW,Q2 2021,27-Jul-21,1/14,25,-1,24
Analyst_4544968,ENTG,Q2 2021,27-Jul-21,4/7,-3,-3,-6
Analyst_4544968,ECL,Q2 2021,27-Jul-21,1/7,14,17,31
Analyst_4544968,AXTA,Q2 2021,26-Jul-21,7/8,-4,5,1
Analyst_4544968,RPM,Q4 2021,26-Jul-21,4/13,-1,16,15
Analyst_4544968,PPG,Q2 2021,19-Jul-21,6/7,10,-19,-9
Analyst_4544968,FUL,Q2 2021,23-Jun-21,2/4,-2,8,6
Analyst_4544968,APD,Q2 2021,10-May-21,1/8,16,11,27
Analyst_4544968,KOP,Q1 2021,7-May-21,3/3,9,-6,3
Analyst_4544968,KWR,Q1 2021,6-May-21,1/2,9,11,20
Analyst_4544968,MTX,Q1 2021,6-May-21,2/2,-4,-4,-8
Analyst_4544968,GRA,Q1 2021,6-May-21,1/3,25,11,36
Analyst_4544968,LIN,Q1 2021,6-May-21,5/6,-4,9,5
Analyst_4544968,ALB,Q1 2021,5-May-21,25 / 25,-7,-8,-15
Analyst_4544968,FMC,Q1 2021,5-May-21,6/14,23,-2,21
Analyst_4544968,CCMP,Q2 2021,5-May-21,1/7,12,-2,10
Analyst_4544968,BGCP,Q2 2021,4-Aug-21,1/5,25,-1,24
Analyst_4544968,BGCP,Q4 2020,24-Feb-21,3/5,25,-6,19
Bramdehaas,PNNT,Q4 2020,19-Nov-20,7/8,-4,-3,-7
Analyst_4339425,AES,Q3 2020,6-Nov-20,3/18,25,12,37
Analyst_4339425,CLNE,Q3 2020,5-Nov-20,6/6,-3,-25,-28
tlm1tlm,MTSI,Q4 2020,5-Nov-20,5/6,-3,-4,-7
tlm1tlm,BGCP,Q3 2020,28-Oct-20,1/5,-3,24,21
tlm1tlm,SFIX,Q4 2020,22-Sep-20,8/1,-3,10,7
tlm1tlm,HEES,Q2 2020,4-Aug-20,3/8,-4,13,9
tlm1tlm,HRC,Q3 2020,31-Jul-20,20 / 20,-5,-17,-22
tlm1tlm,AZTA,Q3 2020,30-Jul-20,6/6,-4,-5,-9
tlm1tlm,BGCP,Q2 2020,30-Jul-20,1/5,0,-1,-1
tlm1tlm,MTSI,Q3 2020,29-Jul-20,3/11,12,13,25
tlm1tlm,HZO,Q3 2020,23-Jul-20,20 / 20,-6,-11,-17
tlm1tlm,SFIX,Q3 2020,8-Jun-20,30 / 43,-3,-2,-5
tlm1tlm,GLNG,Q1 2020,28-May-20,4/7,10,-3,7
tlm1tlm,PLAB,Q2 2020,27-May-20,1/18,13,18,31
tlm1tlm,KEM,Q4 2020,14-May-20,2/5,9,10,19
tlm1tlm,JAKK,Q1 2020,13-May-20,14 / 21,9,-4,5
tlm1tlm,PNNT,Q2 2020,11-May-20,1/7,25,15,40
tlm1tlm,HEES,Q1 2020,8-May-20,2/6,-3,-3,-6
tlm1tlm,CLNE,Q1 2020,7-May-20,5/5,-9,-4,-13
tlm1tlm,HIMX,Q1 2020,7-May-20,11/11,-25,-8,-33
tlm1tlm,BGCP,Q1 2020,5-May-20,4/6,-4,-2,-6
tlm1tlm,HRC,Q2 2020,1-May-20,1/20,19,18,37
tlm1tlm,MTSI,Q2 2020,29-Apr-20,8/10,-4,-4,-8
tlm1tlm,MA,Q1 2020,29-Apr-20,50 / 89,17,-3,14
tlm1tlm,HZO,Q2 2020,23-Apr-20,8/17,19,12,31
tlm1tlm,LRCX,Q3 2020,22-Apr-20,18 / 49,20,-3,17
tlm1tlm,STLD,Q1 2020,20-Apr-20,8/15,-4,21,17
tlm1tlm,CLNE,Q4 2019,10-Mar-20,1/8,22,-1,21
tlm1tlm,ASRT,Q4 2019,9-Mar-20,13 / 27,-3,8,5
tlm1tlm,SFIX,Q2 2020,9-Mar-20,40 / 42,-7,-9,-16
tlm1tlm,CHUY,Q4 2019,5-Mar-20,21 / 25,19,-19,0
tlm1tlm,PLAB,Q1 2020,4-Mar-20,1/20,-3,20,17
tlm1tlm,OMER,Q4 2019,2-Mar-20,21 / 25,-3,-7,-10
tlm1tlm,AES,Q4 2019,28-Feb-20,13 / 23,13,-4,9
tlm1tlm,AAOI,Q4 2019,27-Feb-20,4/16,8,18,26
tlm1tlm,NKTR,Q4 2019,27-Feb-20,7/22,13,19,32
tlm1tlm,MGNI,Q4 2019,26-Feb-20,21 / 22,8,-25,-17
tlm1tlm,UTHR,Q4 2019,26-Feb-20,7/24,11,-4,7
tlm1tlm,EVTC,Q4 2019,25-Feb-20,17 / 19,-6,9,3
tlm1tlm,SLCA,Q4 2019,25-Feb-20,7/12,-1,9,8
tlm1tlm,GLNG,Q4 2019,25-Feb-20,2/7,11,16,27
tlm1tlm,LXU,Q4 2019,24-Feb-20,13 / 20,-3,12,9
tlm1tlm,CVA,Q4 2019,20-Feb-20,1/19,25,25,50
tlm1tlm,FIT,Q4 2019,20-Feb-20,18 / 57,-3,12,9
tlm1tlm,AKS,Q4 2019,20-Feb-20,2/9,25,-5,20
tlm1tlm,TEN,Q4 2019,20-Feb-20,9/24,-2,9,7
tlm1tlm,MD,Q4 2019,20-Feb-20,16 / 21,-2,-4,-6
tlm1tlm,HEES,Q4 2019,20-Feb-20,5/5,10,-8,2
tlm1tlm,,,,,,,
tlm1tlm,,,,,,,
tlm1tlm,,,,,,,
tlm1tlm,,,,,,,
tlm1tlm,,,,,,,
Analyst_9614248,,,,,,,
Analyst_3653475,,,,,,,
Analyst_4566188,,,,,,,
Analyst_2045641,,,,,,,
Analyst_4642668,,,,,,,
RWDKPD,,,,,,,
thatsarahlewis,,,,,,,
Analyst_8717904,,,,,,,
Ali_Baba,,,,,,,
Pearl_1,,,,,,,
Analyst_3354713,,,,,,,
Analyst_8740570,,,,,,,
Analyst_11375,,,,,,,
Analyst_5984702,,,,,,,
Analyst_8481310,,,,,,,
Analyst_7624722,,,,,,,
Canaccord_163,,,,,,,
Cantor_20,,,,,,,
Needham_56,,,,,,,
Suntrust_58,,,,,,,
Suntrust_111,,,,,,,
GHS_4,,,,,,,
upandtotheright,,,,,,,
Analyst_JPMac,,,,,,,
Oppenheimer_63,,,,,,,
nsdtrading1970,,,,,,,
Analyst_4544967,,,,,,,
Suntrust_9,,,,,,,
Suntrust_83,,,,,,,
rbrandx,,,,,,,
Analyst_1438644,,,,,,,
Analyst_2072466,,,,,,,
Analyst_4192538,,,,,,,
SS_GQS,,,,,,,
Bigorangedave,,,,,,,
James_Gnome,,,,,,,
Analyst_183214,,,,,,,
Reaver,,,,,,,
Analyst_671021,,,,,,,
Analyst_802763,,,,,,,
euribe25,,,,,,,
karowlinger,,,,,,,
OpusPgladiator,,,,,,,
Canaccord_201,,,,,,,
Oppenheimer_45,,,,,,,
382sr00,,,,,,,
Analyst_387775,,,,,,,
KenCatucci,,,,,,,
Analyst_2312765,,,,,,,
Roth_10,,,,,,,
Analyst_4976102,,,,,,,
ghuggie,,,,,,,
Analyst_9845722,,,,,,,
Hoysala,,,,,,,
Analyst_7972627,,,,,,,
Analyst_939213,,,,,,,
Analyst_6127515,,,,,,,
oakcrest12,,,,,,,
Cantor_37,,,,,,,
Needham_23,,,,,,,
Analyst_4130993,,,,,,,
LucentOne,,,,,,,
Analyst_1398534,,,,,,,
Pavel_Kaleda,,,,,,,
Analyst_2861660,,,,,,,
bdarbe11,,,,,,,
Analyst_6708666,,,,,,,
GHS_48,,,,,,,
GHS_22,,,,,,,
Analyst_3823532,,,,,,,
Analyst_8202295,,,,,,,
Suntrust_43,,,,,,,
Analyst_5498960,,,,,,,
Analyst_2607819,,,,,,,
HappyEstimates,,,,,,,
Madmoni,,,,,,,
Suntrust_101,,,,,,,
Suntrust_41,,,,,,,
Analyst_4521605,,,,,,,
Jodylon,,,,,,,
Analyst_5657908,,,,,,,
agent4036,,,,,,,
SanilJohn,,,,,,,
Analyst_3974749,,,,,,,
DebtCliff,,,,,,,
Analyst_7788099,,,,,,,
swarthy,,,,,,,
Tag_6,,,,,,,
Analyst_2467525,,,,,,,
Analyst_530056,,,,,,,
Analyst_1529790,,,,,,,
Analyst_9307651,,,,,,,
analyst_id,Ticker,Quarter,Reported,Rank,EpsPoints,RevenuePoints,TotalPoints
Analyst_904827,ZG,Q1 2021,4-May-21,37 / 39,-17,-16,-33
Analyst_904827,ZS,Q2 2021,25-Feb-21,35 / 44,17,-12,5
Analyst_904827,ZG,Q4 2020,10-Feb-21,20 / 32,13,14,27
Analyst_904827,TTD,Q4 2020,18-Feb-21,30 / 48,9,10,19
Analyst_7759232,PACB,Q4 2020,10-Feb-21,3/11,17,10,27
Analyst_7759232,ZG,Q4 2020,10-Feb-21,23 / 32,12,-2,10
Analyst_7759232,AZO,Q1 2022,7-Dec-21,12/16,6,5,11
Analyst_7759232,COUP,Q3 2022,6-Dec-21,19 / 30,6,8,14
Analyst_3715541,DOCU,Q3 2022,2-Dec-21,34 / 48,-5,16,11
Analyst_3715541,ESTC,Q2 2022,1-Dec-21,16 / 21,-4,8,4
Analyst_3715541,BURL,Q3 2021,23-Nov-21,7/9,-4,10,6
Analyst_3715541,BABA,Q2 2022,18-Nov-21,6 / 161,20,-1,19
Analyst_3715541,CRMT,Q2 2022,17-Nov-21,7/7,0,5,5
Analyst_3715541,BIDU,Q3 2021,17-Nov-21,18 / 48,11,19,30
Analyst_3715541,LOW,Q3 2021,17-Nov-21,15 / 26,8,8,16
Analyst_3715541,TJX,Q3 2022,17-Nov-21,11/18,-2,12,10
Analyst_3715541,HD,Q3 2021,16-Nov-21,33 / 49,8,9,17
Analyst_3715541,AAP,Q3 2021,15-Nov-21,9/12,-5,10,5
Analyst_3715541,FICO,Q4 2021,10-Nov-21,15 / 16,6,-2,4
Analyst_3715541,COIN,Q3 2021,9-Nov-21,6/1,22,14,36
Analyst_3715541,IFF,Q3 2021,8-Nov-21,7/8,-5,7,2
Analyst_3715541,NEWR,Q2 2022,8-Nov-21,6/8,7,7,14
Analyst_3715541,ROKU,Q3 2021,3-Nov-21,57 / 68,-5,-1,-6
Analyst_3715541,TEAM,Q1 2022,28-Oct-21,14 / 23,8,8,16
Analyst_3715541,AMZN,Q3 2021,28-Oct-21,18 / 210,-2,21,19
Analyst_3715541,UPS,Q3 2021,26-Oct-21,23 / 31,-6,9,3
Analyst_3715541,LRCX,Q1 2022,20-Oct-21,23 / 45,15,-1,14
Analyst_3715541,SPLK,Q2 2022,25-Aug-21,25 / 31,-2,7,5
Analyst_3715541,CRM,Q2 2022,25-Aug-21,57 / 86,-5,14,9
Analyst_3715541,ULTA,Q2 2021,25-Aug-21,15 / 20,-4,7,3
Analyst_3715541,HD,Q2 2021,17-Aug-21,7/31,16,17,33
Analyst_3715541,ILMN,Q2 2021,5-Aug-21,12/16,-5,9,4
Analyst_3715541,RDFN,Q2 2021,5-Aug-21,18 / 25,-2,17,15
Analyst_3715541,PODD,Q2 2021,5-Aug-21,1/6,9,19,28
Analyst_3715541,CVNA,Q2 2021,5-Aug-21,7/17,8,10,18
Analyst_3715541,W,Q2 2021,5-Aug-21,16 / 18,-3,-2,-5
Analyst_3715541,MED,Q2 2021,4-Aug-21,3/3,8,8,16
Analyst_3715541,ETSY,Q2 2021,4-Aug-21,6/1,-1,23,22
Analyst_3715541,FLT,Q2 2021,4-Aug-21,4/6,8,9,17
Analyst_3715541,LRCX,Q4 2021,28-Jul-21,31 / 40,5,7,12
Analyst_3715541,SPOT,Q2 2021,28-Jul-21,25 / 33,-4,6,2
Analyst_3715541,BIIB,Q2 2021,22-Jul-21,13 / 19,8,8,16
Analyst_3715541,MDB,Q1 2022,3-Jun-21,20 / 24,-5,7,2
Analyst_3715541,STMP,Q1 2021,6-May-21,3/19,0,24,24
Analyst_3715541,TNDM,Q1 2021,5-May-21,7/8,-5,8,3
Analyst_3715541,IRBT,Q1 2021,3-May-21,20 / 22,-5,6,1
Analyst_3715541,LRCX,Q3 2021,21-Apr-21,34 / 51,-3,13,10
Analyst_3715541,IBM,Q1 2021,19-Apr-21,49 / 83,10,9,19
Analyst_3715541,COUP,Q4 2021,16-Mar-21,20 / 29,7,10,17
Analyst_3715541,CRWD,Q4 2021,16-Mar-21,48 / 72,-5,10,5
Analyst_3715541,FSLR,Q4 2020,25-Feb-21,9/1,-1,-2,-3
Analyst_3715541,VMW,Q4 2021,25-Feb-21,26 / 30,-5,6,1
Analyst_3715541,ADSK,Q4 2021,25-Feb-21,17 / 22,5,7,12
Analyst_3715541,CRM,Q4 2021,25-Feb-21,72 / 113,-5,13,8
Analyst_3715541,CVNA,Q4 2020,25-Feb-21,8/11,-3,-4,-7
Analyst_3715541,TNDM,Q4 2020,24-Feb-21,6/6,-4,9,5
Analyst_3715541,TSM,Q3 2021,14-Oct-21,13 / 44,11,21,32
Analyst_3715541,COST,Q4 2021,23-Sep-21,6/1,18,17,35
Analyst_3715541,TSM,Q2 2021,15-Jul-21,25 / 36,-2,-7,-9
Analyst_2978829,MU,Q3 2021,30-Jun-21,26 / 106,21,11,32
Analyst_2978829,COST,Q3 2021,27-May-21,5/1,13,18,31
Analyst_2978829,WMT,Q1 2022,18-May-21,23 / 60,9,10,19
Analyst_2978829,ON,Q1 2021,3-May-21,17 / 17,-5,-4,-9
Analyst_2978829,ABBV,Q1 2021,30-Apr-21,29 / 37,5,-6,-1
Analyst_2978829,LUV,Q1 2021,22-Apr-21,12/20,-2,-1,-3
Analyst_2978829,UAL,Q1 2021,19-Apr-21,7/25,-1,-1,-2
Analyst_2978829,TSM,Q1 2021,15-Apr-21,5/1,25,21,46
Analyst_2978829,ANF,Q4 2020,2-Mar-21,8/8,-5,-1,-6
Analyst_2978829,ZG,Q4 2020,10-Feb-21,24 / 32,-3,-3,-6
Analyst_2978829,ROST,Q2 2020,20-Aug-20,4/11,11,-2,9
Analyst_2978829,TJX,Q2 2021,19-Aug-20,7/13,18,-2,16
Analyst_2978829,WMT,Q2 2021,18-Aug-20,42 / 78,-4,12,8
Analyst_2978829,AMAT,Q3 2020,13-Aug-20,11/1,13,12,25
Analyst_2978829,AMAT,Q4 2019,14-Nov-19,51 / 64,14,-4,10
Analyst_2978829,AMAT,Q3 2019,15-Aug-19,28 / 61,18,17,35
Analyst_2978829,AMAT,Q2 2019,16-May-19,4/1,25,20,45
Analyst_2978829,AMAT,Q1 2019,14-Feb-19,58 / 85,-2,-1,-3
Analyst_2978829,AIMC,Q3 2021,22-Oct-21,2/5,-2,-5,-7
Analyst_2978829,ASML,Q3 2021,20-Oct-21,26 / 26,-25,-25,-50
Analyst_2978829,LHX,Q2 2021,3-Aug-21,12/16,15,-4,11
Analyst_2978829,CSGP,Q2 2021,27-Jul-21,9/13,5,-3,2
arturomonter,AMD,Q2 2021,27-Jul-21,195 / 202,-21,-25,-46
GregTripple,BSX,Q2 2021,27-Jul-21,5/10,10,9,19
GregTripple,AIMC,Q2 2021,23-Jul-21,5/6,7,11,18
GregTripple,ASML,Q2 2021,21-Jul-21,4/14,-1,-5,-6
GregTripple,CSCO,Q3 2021,19-May-21,56 / 74,-1,-4,-5
GregTripple,BZUN,Q1 2021,18-May-21,11/12,-25,-1,-26
GregTripple,YETI,Q1 2021,13-May-21,14 / 14,-7,-10,-17
GregTripple,LITE,Q3 2021,12-May-21,12/14,-6,-6,-12
GregTripple,INO,Q1 2021,10-May-21,12/12,-9,-25,-34
GregTripple,EVBG,Q1 2021,10-May-21,1/11,18,15,33
GregTripple,TTD,Q1 2021,10-May-21,36 / 39,-7,-3,-10
GregTripple,ELAN,Q1 2021,7-May-21,3/4,21,-17,4
GregTripple,BGNE,Q1 2021,6-May-21,1/3,-4,-4,-8
GregTripple,EXEL,Q1 2021,6-May-21,2/17,-5,24,19
GregTripple,LYV,Q1 2021,6-May-21,8/7,-25,-21,-46
GregTripple,SQ,Q1 2021,6-May-21,123 / 141,8,-9,-1
GregTripple,OLED,Q1 2021,6-May-21,2/13,14,14,28
