analyst_id,Ticker,Reports,Quarters,Points,PtsEst,ErrorRate,Accuracy
Suntrust_93,RNG,14-Feb,4,-20,-4.4,7.10%,29%
Suntrust_93,SHOP,16-Feb,3,53,17.7,20.80%,60%
Suntrust_93,COUP,14-Mar,3,-8,-2.7,35.80%,22%
Suntrust_93,MANH,1-Feb,2,9,3.6,6.10%,10%
Suntrust_93,CRM,1-Mar,2,-21,-8.4,2.00%,40%
Suntrust_93,QTWO,16-Feb,2,5,2,1.80%,39%
Suntrust_93,PCTY,3-Feb,2,2,0.8,2.30%,53%
Suntrust_93,UPLD,10-Mar,2,-8,-3.2,3.90%,26%
Suntrust_93,APPN,24-Feb,2,-20,-10,6.70%,10%
Suntrust_93,XM,8-Mar,0,-4,-8,5.00%,17%
Oppenheimer_17,GPRO,3-Feb,26,174,6.7,23.60%,53%
Oppenheimer_17,SYNA,10-Feb,22,-21,-1,10.70%,37%
Oppenheimer_17,AAPL,1-Feb,19,71,3.6,8.10%,44%
Oppenheimer_17,EA,1-Feb,16,-135,-8.4,24.30%,24%
Oppenheimer_17,GLW,1-Feb,15,62,4,5.50%,34%
Oppenheimer_17,AMBA,3-Mar,13,57,4.4,25.70%,35%
Oppenheimer_17,GRMN,23-Feb,12,62,5.2,8.60%,37%
Oppenheimer_17,CEVA,2-Feb,9,73,7.7,43.20%,52%
Oppenheimer_17,AXON,1-Mar,9,-12,-1.3,52.50%,29%
Oppenheimer_17,WATT,10-Mar,9,47,5.2,42.50%,48%
Oppenheimer_17,TTWO,9-Feb,8,-67,-8.4,37.70%,22%
Oppenheimer_17,WOLF,25-Jan,7,7,1,14.70%,23%
Oppenheimer_17,ATVI,10-Feb,7,-94,-12.5,25.30%,19%
Oppenheimer_17,BB,16-Dec,6,52,8.7,53.40%,60%
Oppenheimer_17,OLED,24-Feb,5,64,11.6,36.50%,43%
Oppenheimer_17,TYL,16-Feb,4,-47,-10.4,10.90%,23%
Oppenheimer_17,ZNGA,9-Feb,3,-100,-28.6,96.10%,1%
Oppenheimer_17,HIMX,17-Feb,3,46,13.1,33.10%,58%
Oppenheimer_17,EVBG,22-Feb,3,-14,-4,4.90%,23%
Analyst_8459950,NFLX,18-Jan,4,80,20,5.50%,66%
Analyst_8459950,EVBG,22-Feb,4,53,13.3,45.40%,63%
Analyst_8459950,FTCH,3-Mar,1,7,7,19.20%,25%
Suntrust_60,MIME,14-Feb,11,-118,-10.7,19.50%,13%
Suntrust_60,SHOP,16-Feb,9,-68,-7.2,26.10%,23%
Suntrust_60,HUBS,15-Feb,9,-11,-1.2,13.40%,18%
Suntrust_60,RNG,14-Feb,9,70,7.4,4.90%,35%
Suntrust_60,WK,24-Feb,9,-12,-1.3,24.10%,15%
Suntrust_60,FIVN,22-Feb,8,5,0.6,12.40%,22%
Suntrust_60,COUP,14-Mar,8,27,3.2,23.30%,23%
Suntrust_60,PCTY,3-Feb,8,65,7.6,2.30%,42%
Suntrust_60,MANH,1-Feb,7,84,11.2,3.60%,38%
Suntrust_60,CRM,1-Mar,7,-34,-4.5,2.60%,28%
Suntrust_60,QTWO,16-Feb,7,24,3.2,1.70%,52%
Suntrust_60,PLAN,2-Mar,6,31,5.2,32.30%,37%
Suntrust_60,MODN,8-Feb,5,-93,-18.6,31.50%,8%
Suntrust_60,SWI,9-Feb,4,2,0.4,8.40%,24%
Suntrust_60,SMAR,22-Mar,4,28,6.2,34.10%,31%
Suntrust_60,EVBG,22-Feb,4,-12,-3,51.60%,23%
Suntrust_60,BL,17-Feb,4,42,10.5,35.50%,47%
Suntrust_60,OKTA,10-Mar,3,6,2,7.20%,28%
Analyst_5300562,FB,2-Feb,13,263,20.2,7.00%,64%
Analyst_5300562,MU,20-Dec,12,227,18.9,5.60%,63%
Analyst_5300562,BABA,2-Feb,12,246,20.5,7.30%,67%
Analyst_5300562,ROKU,24-Feb,11,206,18.7,29.70%,64%
Analyst_5300562,BYND,3-Mar,10,71,7.1,45.20%,57%
Analyst_5300562,GOOGL,2-Feb,10,209,20.9,11.90%,61%
Analyst_5300562,AMZN,3-Feb,7,154,22,18.80%,63%
Analyst_5300562,DDOG,17-Feb,5,146,29.2,8.60%,72%
Analyst_5300562,FROG,10-Feb,4,46,11.5,38.30%,42%
Analyst_5300562,CPRI,9-Feb,4,-16,-4,12.90%,29%
Analyst_5300562,BRK-B,21-Feb,4,0,0,7.30%,52%
Analyst_5300562,MNKD,1-Mar,4,-15,-3.8,58.30%,39%
Analyst_5300562,GRUB,10-Dec,4,-137,-34.3,39.00%,0%
Analyst_5300562,FSLY,24-Feb,4,-31,-7.8,32.60%,44%
Analyst_5300562,UAA,15-Feb,4,25,6.3,21.90%,44%
Analyst_5300562,AYX,23-Feb,3,95,31.7,16.40%,78%
Analyst_5300562,NET,17-Feb,3,45,15,43.60%,57%
Analyst_5300562,TDOC,2-Mar,3,60,20,37.00%,51%
Analyst_5300562,TEAM,20-Jan,3,57,19,9.00%,63%
Analyst_5300562,CRWD,24-Mar,2,37,18.5,19.10%,54%
Analyst_5300562,CYBR,10-Feb,1,7,7,25.30%,17%
Analyst_5300562,PANW,1-Mar,1,18,18,10.00%,49%
Analyst_5300562,VSAT,10-Feb,1,6,6,39.20%,62%
Analyst_5300562,ULTA,10-Mar,1,21,21,6.70%,63%
Analyst_5300562,ANET,17-Feb,1,34,34,0.80%,75%
Analyst_7749299,FROG,10-Feb,1,6,6,51.20%,36%
Needham_33,TDC,10-Feb,16,146,8.8,11.70%,45%
Needham_33,NTNX,3-Mar,13,-28,-2.1,30.10%,21%
Needham_33,MDB,16-Mar,13,228,17.5,26.20%,46%
Needham_33,ORCL,9-Dec,12,149,12.4,2.80%,54%
Needham_33,SPLK,3-Mar,11,37,3.2,27.50%,31%
Needham_33,NEWR,8-Feb,8,87,10.2,46.50%,44%
Needham_33,CVLT,26-Jan,7,66,9.4,15.40%,52%
Needham_33,DT,2-Feb,7,39,5.6,12.20%,25%
Needham_33,AYX,23-Feb,7,58,7.7,71.60%,41%
Needham_33,NOW,26-Jan,6,62,9.7,11.30%,27%
Needham_33,TEAM,20-Jan,6,79,13.2,14.40%,36%
Needham_33,FROG,10-Feb,5,89,17.8,25.80%,66%
Needham_33,PEGA,24-Feb,5,53,10.6,39.80%,48%
Needham_33,DDOG,17-Feb,4,41,9.1,68.20%,24%
Needham_33,RAMP,8-Feb,4,29,7.3,80.00%,17%
Needham_33,SNOW,2-Mar,3,33,11,28.40%,47%
Needham_33,DOMO,16-Mar,2,39,19.5,29.90%,31%
Needham_33,APPN,24-Feb,2,9,4.5,59.70%,27%
Needham_33,AAIC,8-Feb,1,-50,-50,100.00%,2%
Analyst_9374239,TPR,10-Feb,9,45,5,3.80%,46%
Analyst_9374239,GES,23-Mar,9,152,16.9,15.10%,67%
Analyst_9374239,NFLX,18-Jan,9,67,7.4,9.60%,61%
Analyst_9374239,RH,29-Mar,8,47,5.9,9.60%,35%
Analyst_9374239,ROK,26-Jan,7,76,10.9,6.20%,64%
Analyst_9374239,EW,3-Feb,7,18,2.6,7.20%,29%
Analyst_9374239,BKNG,2-Mar,6,-61,-10.2,26.60%,26%
Analyst_9374239,BYD,15-Feb,6,10,1.7,14.20%,35%
Analyst_9374239,SAIC,31-Mar,5,32,6.4,8.50%,41%
Analyst_9374239,AIZ,8-Feb,5,66,13.2,8.50%,58%
Analyst_9374239,LULU,9-Dec,5,119,23.8,3.20%,71%
Analyst_9374239,SMG,2-Feb,5,17,3.4,9.10%,35%
Analyst_9374239,SRCL,24-Feb,5,88,17.6,3.50%,71%
Analyst_9374239,MSGS,4-Feb,5,-4,-0.8,17.40%,34%
Analyst_9374239,AMKR,14-Feb,4,70,17.5,30.20%,39%
Analyst_9374239,SWKS,27-Jan,4,85,21.3,1.20%,60%
Analyst_9374239,MELI,24-Feb,4,43,10.8,12.80%,34%
Analyst_9374239,DIS,8-Feb,4,56,14,16.10%,58%
Analyst_9374239,ALV,28-Jan,4,18,4.5,8.00%,47%
Analyst_9374239,TWTR,10-Feb,4,41,10.3,27.70%,60%
Analyst_9374239,CAG,6-Jan,4,72,18,5.70%,69%
Analyst_9374239,JJSF,24-Jan,4,-17,-4.3,11.40%,19%
Analyst_9374239,MTW,10-Feb,4,24,6,29.90%,57%
Analyst_9374239,LYB,4-Feb,4,15,3.8,13.40%,30%
Analyst_9374239,VIAC,17-Feb,4,-22,-5.5,9.50%,30%
Analyst_9374239,AMZN,3-Feb,4,16,4,25.00%,43%
Analyst_9374239,UNP,27-Jan,4,56,14,2.60%,58%
Analyst_9374239,A,15-Feb,3,6,2,6.10%,17%
Analyst_9374239,TAP,24-Feb,3,47,15.7,14.00%,57%
Analyst_9374239,PPG,20-Jan,3,33,11,2.80%,57%
Analyst_8282636,FROG,10-Feb,1,15,15,50.30%,64%
lernout,IONS,1-Mar,6,69,11.5,33.10%,60%
lernout,EXEL,28-Feb,5,38,7.6,21.40%,56%
lernout,T,26-Jan,3,77,25.7,3.40%,66%
lernout,CNC,8-Feb,3,42,14,5.20%,55%
lernout,REGN,10-Feb,3,59,19.7,15.30%,66%
lernout,MRK,3-Feb,2,-22,-11,18.10%,13%
lernout,OTEX,3-Feb,2,-5,-2.5,5.70%,20%
lernout,BMY,4-Feb,2,1,0.5,2.80%,55%
lernout,IRBT,9-Feb,2,32,16,26.40%,69%
lernout,ZD,10-Feb,2,-20,-10,8.80%,16%
lernout,AYX,23-Feb,2,19,9.5,28.80%,55%
lernout,FROG,10-Feb,1,13,13,50.40%,62%
lernout,JD,3-Mar,1,43,43,3.70%,63%
lernout,BABA,2-Feb,1,21,21,10.30%,75%
lernout,AMGN,3-Feb,1,-10,-10,6.00%,24%
lernout,MCK,3-Feb,1,19,19,12.80%,52%
lernout,PFE,1-Feb,1,28,28,7.70%,78%
lernout,QDEL,16-Feb,1,-3,-3,34.00%,70%
lernout,CIEN,9-Dec,1,-5,-5,13.20%,54%
lernout,CTXS,26-Jan,1,28,28,3.30%,83%
lernout,OLLI,6-Apr,1,9,9,28.50%,76%
lernout,BERY,4-Feb,1,25,25,2.90%,71%
Analyst_9372808,SAM,23-Feb,2,-19,-9.5,41.90%,29%
Analyst_9372808,SNBR,16-Feb,2,33,16.5,18.50%,80%
Analyst_9372808,BABA,2-Feb,2,5,2.5,28.50%,51%
Analyst_9372808,AMD,1-Feb,2,22,11,8.00%,54%
Analyst_9372808,FISV,9-Feb,2,13,6.5,3.20%,51%
Analyst_9372808,NLS,21-Feb,2,29,14.5,35.40%,67%
Analyst_9372808,ICFI,1-Mar,1,29,29,4.70%,87%
Analyst_9372808,VRTX,2-Feb,1,25,25,8.30%,63%
Analyst_9372808,CALX,8-Feb,1,7,7,15.60%,51%
Analyst_9372808,ZBRA,24-Feb,1,29,29,3.10%,74%
Analyst_9372808,FROG,10-Feb,1,-14,-14,51.40%,21%
Analyst_9372808,MU,20-Dec,1,24,24,0.40%,70%
Analyst_9372808,AZTA,2-Feb,1,38,38,2.20%,68%
Analyst_9372808,FTV,10-Feb,1,23,23,2.60%,43%
Analyst_9372808,ADSK,3-Mar,1,17,17,1.80%,65%
Analyst_9372808,NOW,26-Jan,1,25,25,4.70%,68%
Analyst_9372808,RKT,24-Feb,1,-6,-6,21.80%,54%
Analyst_9372808,ATEN,10-Feb,1,28,28,4.00%,94%
Analyst_9372808,TWLO,15-Feb,1,10,10,30.90%,72%
Analyst_9372808,MIME,14-Feb,1,7,7,5.80%,53%
Analyst_9372808,PEN,1-Mar,1,28,28,5.70%,59%
Analyst_9372808,RVLV,1-Mar,1,22,22,24.30%,67%
Analyst_9372808,HAS,7-Feb,1,19,19,30.30%,54%
Analyst_9372808,CRWD,24-Mar,1,38,38,9.20%,71%
Analyst_9372808,ULTA,10-Mar,1,-9,-9,20.70%,20%
Analyst_9372808,BKNG,2-Mar,1,-5,-5,17.80%,45%
Analyst_9372808,PTON,9-Feb,1,-4,-4,17.40%,61%
Analyst_8540090,FROG,10-Feb,1,-10,-10,50.30%,35%
Calvin_S,TSLA,2-Feb,4,30,7.5,23.10%,58%
Calvin_S,CRM,1-Mar,3,39,13,22.40%,42%
Calvin_S,BABA,2-Feb,3,90,30,4.60%,73%
Calvin_S,GOOGL,2-Feb,3,68,22.7,11.30%,79%
Calvin_S,DIS,8-Feb,3,19,6.3,52.10%,55%
Calvin_S,MSFT,27-Jan,3,60,20,6.90%,58%
Calvin_S,BA,26-Jan,3,-10,-3.3,41.90%,67%
Calvin_S,QCOM,2-Feb,3,29,9.7,8.60%,43%
Calvin_S,MELI,24-Feb,3,48,16,48.80%,64%
Calvin_S,FB,2-Feb,3,69,23,12.10%,68%
Calvin_S,LRCX,26-Jan,3,87,29,5.00%,69%
Calvin_S,AMAT,16-Feb,3,60,20,4.70%,51%
Calvin_S,TXN,26-Jan,3,55,18.3,13.40%,48%
Calvin_S,V,3-Feb,3,21,7,3.30%,64%
Calvin_S,CSCO,16-Feb,3,74,24.7,1.10%,68%
Calvin_S,W,24-Feb,3,13,4.3,30.70%,51%
Calvin_S,AXP,20-Jan,3,27,9,14.60%,67%
Calvin_S,MCD,24-Jan,3,25,8.3,7.00%,61%
Calvin_S,DXCM,23-Feb,3,48,16,12.10%,73%
Calvin_S,FFIV,26-Jan,3,75,25,1.40%,69%
Calvin_S,CMG,8-Feb,3,69,23,7.60%,70%
Calvin_S,EBAY,2-Feb,3,43,14.3,3.80%,63%
Calvin_S,INTC,26-Jan,3,6,2,9.40%,59%
Calvin_S,NVAX,28-Feb,3,18,6,46.50%,56%
Calvin_S,AMZN,3-Feb,3,64,21.3,27.60%,61%
Calvin_S,VEEV,1-Mar,3,87,29,3.10%,73%
Calvin_S,BIDU,24-Feb,3,46,15.3,11.50%,69%
Calvin_S,PFE,1-Feb,3,45,15,8.30%,64%
Calvin_S,RNG,14-Feb,3,93,31,3.00%,79%
Calvin_S,NOW,26-Jan,3,75,25,4.50%,65%
Analyst_5039344,NVDA,17-Feb,16,315,19.7,9.30%,66%
Analyst_5039344,NFLX,18-Jan,15,167,11.1,8.60%,61%
Analyst_5039344,AMZN,3-Feb,15,298,19.9,15.70%,64%
Analyst_5039344,DIS,8-Feb,15,179,11.9,18.10%,58%
Analyst_5039344,CRM,1-Mar,15,367,24.5,8.40%,69%
Analyst_5039344,AAPL,1-Feb,14,315,22.5,5.10%,68%
Analyst_5039344,LULU,9-Dec,13,337,25,6.40%,69%
Analyst_5039344,MSFT,27-Jan,13,325,25,4.00%,71%
Analyst_5039344,GOOGL,2-Feb,13,172,13.2,9.20%,58%
Analyst_5039344,ADBE,16-Dec,13,322,24.8,2.00%,64%
Analyst_5039344,ROKU,24-Feb,12,211,17.6,32.70%,60%
Analyst_5039344,SHOP,16-Feb,12,302,25.2,26.40%,70%
Analyst_5039344,TWLO,15-Feb,11,214,19.5,38.90%,55%
Analyst_5039344,TGT,8-Mar,10,55,5.5,8.00%,48%
Analyst_5039344,ZM,9-Mar,10,243,24.3,20.70%,64%
Analyst_5039344,SPLK,3-Mar,10,74,7.4,26.20%,49%
Analyst_5039344,MU,20-Dec,10,257,25.7,4.40%,66%
Analyst_5039344,OKTA,10-Mar,10,274,27.4,24.30%,72%
Analyst_5039344,WDAY,28-Feb,10,293,29.3,6.20%,71%
Analyst_5039344,RNG,14-Feb,9,185,20.6,5.60%,58%
Analyst_5039344,TTD,17-Feb,9,145,16.1,17.70%,55%
Analyst_5039344,TEAM,20-Jan,9,247,27.4,4.00%,72%
Analyst_5039344,PTON,9-Feb,8,171,21.4,29.70%,66%
Analyst_5039344,COUP,14-Mar,8,215,26.9,23.40%,70%
Analyst_5039344,SBUX,27-Jan,8,108,13.5,5.10%,58%
Analyst_5039344,BABA,2-Feb,8,107,13.4,8.00%,59%
Analyst_5039344,NKE,20-Dec,8,72,9,18.10%,48%
Analyst_5039344,COST,9-Dec,8,117,14.6,4.70%,51%
Analyst_5039344,AYX,23-Feb,8,180,22.5,36.20%,74%
Analyst_5039344,NOW,26-Jan,7,172,24.6,3.20%,64%
Buck_355861,RJF,26-Jan,25,82,3.3,9.90%,47%
Buck_355861,MS,20-Jan,25,13,0.5,16.60%,25%
Buck_355861,WFC,14-Jan,21,62,3,11.10%,48%
Buck_355861,NTRS,26-Jan,21,105,5,5.00%,45%
Buck_355861,STT,26-Jan,21,11,0.5,5.90%,32%
Buck_355861,BK,18-Jan,21,114,5.4,4.00%,51%
Buck_355861,GS,18-Jan,21,13,0.6,17.60%,29%
Buck_355861,JPM,14-Jan,21,386,18.4,7.10%,70%
Buck_355861,BAC,18-Jan,21,88,4.2,12.60%,35%
Buck_355861,C,14-Jan,20,122,6.1,8.70%,39%
Buck_355861,MC,9-Feb,19,55,2.9,20.10%,33%
Buck_355861,LAZ,3-Feb,15,18,1.2,16.90%,29%
Buck_355861,PIPR,4-Feb,9,42,4.7,27.10%,54%
Buck_355861,COWN,17-Feb,7,-76,-10.9,54.00%,18%
Buck_355861,EVR,2-Feb,7,72,10.3,18.90%,71%
Buck_355861,GHL,27-Jan,7,18,2.6,48.80%,38%
Buck_355861,HLI,1-Feb,5,67,13.4,21.10%,76%
Analyst_2453690,NVDA,17-Feb,19,261,13.4,14.00%,47%
Analyst_2453690,VZ,25-Jan,8,138,17.3,1.00%,67%
Analyst_2453690,STZ,6-Jan,7,82,11.7,5.90%,50%
Analyst_2453690,V,3-Feb,7,131,17.5,2.30%,60%
Analyst_2453690,CYBR,10-Feb,6,134,22.3,10.80%,57%
Analyst_2453690,TER,26-Jan,6,183,30.5,3.80%,72%
Analyst_2453690,C,14-Jan,6,97,16.2,2.10%,58%
Analyst_2453690,BX,27-Jan,6,69,11.5,14.50%,56%
Analyst_2453690,CQP,1-Mar,6,68,11.3,36.90%,64%
Analyst_2453690,CRWD,24-Mar,5,154,30.8,13.30%,72%
Analyst_2453690,PLTR,15-Feb,3,87,29,12.70%,86%
Analyst_2453690,QCOM,2-Feb,3,77,25.7,4.60%,69%
Analyst_2453690,AMGN,3-Feb,3,43,14.3,4.80%,66%
Analyst_2453690,CELH,10-Mar,3,40,13.3,40.40%,71%
Analyst_2453690,PSTG,3-Mar,2,29,14.5,17.70%,49%
Analyst_2453690,MPC,2-Feb,2,12,6,29.70%,71%
Analyst_2453690,APPS,8-Feb,2,19,9.5,7.60%,46%
Analyst_2453690,AMAT,16-Feb,2,63,31.5,1.90%,68%
Analyst_2453690,NEWR,8-Feb,1,31,31,3.80%,66%
Analyst_2453690,MU,20-Dec,1,29,29,4.20%,62%
Analyst_2453690,SWKS,27-Jan,1,-2,-2,0.90%,68%
Analyst_2453690,SSNC,16-Feb,1,24,24,0.40%,72%
Analyst_2453690,ORCL,9-Dec,1,19,19,6.70%,52%
Analyst_2453690,SPLK,3-Mar,1,18,18,52.30%,48%
Analyst_2453690,COWN,17-Feb,1,20,20,13.00%,87%
Analyst_2453690,LITE,8-Feb,1,22,22,13.70%,72%
Analyst_2453690,TWLO,15-Feb,1,24,24,18.40%,60%
Analyst_2453690,CORT,24-Feb,1,6,6,12.30%,57%
Analyst_2453690,ERIC,25-Jan,1,-13,-13,34.10%,13%
Analyst_2453690,LPX,15-Feb,1,23,23,4.20%,43%
Analyst_8268390,PIPR,4-Feb,8,10,1.3,27.20%,32%
Analyst_8268390,COWN,17-Feb,6,-42,-7,53.10%,29%
TheRod,X,2-Feb,10,227,22.7,21.10%,66%
TheRod,SHOP,16-Feb,9,133,14.8,31.60%,57%
TheRod,MSFT,27-Jan,9,270,30,3.40%,74%
TheRod,TTD,17-Feb,9,98,10.9,19.50%,53%
TheRod,WFC,14-Jan,9,31,3.4,3.30%,42%
TheRod,ENPH,1-Mar,8,239,29.9,4.80%,71%
TheRod,PAYC,8-Feb,8,145,18.1,5.60%,57%
TheRod,AAPL,1-Feb,8,167,20.9,8.20%,70%
TheRod,DAL,18-Jan,8,-57,-7.1,7.00%,15%
TheRod,CNC,8-Feb,6,49,8.2,10.80%,44%
TheRod,LUV,27-Jan,5,-78,-15.6,3.90%,17%
TheRod,GNRC,15-Feb,4,61,15.3,5.50%,59%
TheRod,ALGN,3-Feb,4,81,20.3,7.20%,64%
TheRod,SQ,2-Mar,4,73,18.3,14.10%,56%
TheRod,ROKU,24-Feb,4,57,14.3,26.30%,60%
TheRod,MA,3-Feb,4,53,13.3,3.60%,59%
TheRod,RNG,14-Feb,4,76,19,8.90%,61%
TheRod,ADBE,16-Dec,3,106,35.3,0.70%,78%
TheRod,MANH,1-Feb,3,67,22.3,8.60%,75%
TheRod,URI,26-Jan,3,39,13,4.30%,53%
TheRod,JPM,14-Jan,3,30,10,10.60%,48%
TheRod,HD,22-Feb,3,37,12.3,5.40%,49%
TheRod,GOOGL,2-Feb,3,88,29.3,10.40%,72%
TheRod,PYPL,2-Feb,3,15,5,4.40%,42%
TheRod,BX,27-Jan,3,56,18.7,12.00%,69%
TheRod,COWN,17-Feb,2,1,0.5,31.30%,47%
TheRod,CRM,1-Mar,2,47,23.5,8.70%,69%
TheRod,TSLA,2-Feb,2,32,16,7.80%,67%
TheRod,SFL,1-Mar,2,22,11,17.00%,69%
TheRod,V,3-Feb,2,-14,-7,4.00%,49%
Josephine,OSK,27-Jan,10,173,17.3,11.10%,69%
Josephine,NVDA,17-Feb,9,147,16.3,11.60%,64%
Josephine,MU,20-Dec,7,153,21.9,4.30%,67%
Josephine,AMZN,3-Feb,5,32,6.4,31.80%,46%
Josephine,FB,2-Feb,5,143,28.6,3.70%,76%
Josephine,ALGN,3-Feb,5,150,30,4.70%,87%
Josephine,ULTA,10-Mar,4,52,13,1.90%,40%
Josephine,SFIX,14-Mar,4,55,13.8,29.80%,47%
Josephine,AVGO,9-Dec,4,100,25,1.40%,67%
Josephine,WW,1-Mar,3,46,15.3,9.50%,66%
Josephine,USB,19-Jan,3,70,23.3,0.60%,71%
Josephine,MSFT,27-Jan,3,80,26.7,3.60%,74%
Josephine,AAPL,1-Feb,3,88,29.3,2.10%,73%
Josephine,HD,22-Feb,2,13,6.5,3.00%,47%
Josephine,BAC,18-Jan,2,10,5,6.40%,51%
Josephine,TSLA,2-Feb,2,11,5.5,37.70%,49%
Josephine,AMAT,16-Feb,2,41,20.5,1.40%,61%
Josephine,LULU,9-Dec,2,38,19,2.30%,61%
Josephine,TWTR,10-Feb,2,17,8.5,15.80%,44%
Josephine,TWLO,15-Feb,2,2,1,48.10%,23%
Josephine,NFLX,18-Jan,2,19,9.5,5.70%,61%
Josephine,LMT,1-Feb,2,20,10,5.20%,38%
Josephine,CPRT,22-Feb,2,35,17.5,1.90%,70%
Josephine,WDC,27-Jan,2,70,35,2.70%,67%
Josephine,ABMD,3-Feb,2,11,5.5,7.30%,39%
Josephine,STZ,6-Jan,2,28,14,4.90%,58%
Josephine,WSM,16-Mar,2,18,9,8.20%,59%
Josephine,F,27-Jan,2,41,20.5,30.20%,70%
Josephine,IDXX,3-Feb,2,40,20,3.60%,56%
Josephine,BOOM,10-Mar,2,34,17,9.70%,72%
Analyst_7236391,GOOS,11-Feb,3,-53,-17.7,59.50%,7%
Analyst_7236391,COWN,17-Feb,1,-8,-8,43.60%,35%
VPJS,MU,20-Dec,15,327,21.8,3.80%,67%
VPJS,AMAT,16-Feb,15,412,27.5,2.10%,67%
VPJS,FN,7-Feb,15,369,24.6,3.00%,68%
VPJS,ASML,19-Jan,14,161,11.5,9.80%,50%
VPJS,MSFT,27-Jan,14,308,22,4.70%,64%
VPJS,GLW,1-Feb,14,225,16.1,3.50%,59%
VPJS,LRCX,26-Jan,14,332,23.7,3.00%,63%
VPJS,FB,2-Feb,14,259,18.5,6.50%,62%
VPJS,MASI,22-Feb,14,379,27.1,3.40%,65%
VPJS,SWKS,27-Jan,14,198,14.1,5.10%,57%
VPJS,FFIV,26-Jan,14,267,19.1,2.30%,56%
VPJS,NXPI,2-Feb,14,182,13,5.30%,52%
VPJS,CTSH,9-Feb,13,229,17.6,3.30%,63%
VPJS,INFY,12-Jan,13,100,7.7,3.10%,50%
VPJS,CRUS,2-Feb,13,224,17.2,15.10%,66%
VPJS,PAYX,22-Dec,12,79,6.3,3.00%,39%
VPJS,COHR,9-Feb,11,261,23.7,4.20%,68%
VPJS,LEA,27-Jan,10,122,12.2,4.30%,57%
VPJS,ICHR,9-Feb,10,117,11.7,4.30%,64%
VPJS,IDCC,24-Feb,9,116,12.9,37.90%,53%
VPJS,RHI,1-Feb,9,80,8.9,3.90%,60%
VPJS,GILD,8-Feb,8,-5,-0.6,9.00%,48%
VPJS,NOW,26-Jan,8,165,20.6,5.80%,68%
VPJS,GOOGL,2-Feb,8,59,6.9,7.70%,44%
VPJS,SLCA,22-Feb,7,54,7.7,28.90%,68%
VPJS,KEYS,17-Feb,6,164,27.3,3.20%,65%
VPJS,ANIK,23-Feb,6,-32,-5.3,28.60%,27%
VPJS,TXN,26-Jan,6,63,10.5,3.20%,53%
VPJS,PGEN,28-Feb,6,89,14.8,33.90%,64%
VPJS,IFF,16-Feb,5,-5,-1,2.80%,50%
Needham_34,HOLX,2-Feb,18,7,0.4,10.20%,34%
Needham_34,HRC,28-Jan,17,65,3.8,5.40%,38%
Needham_34,CNMD,26-Jan,17,55,3.2,12.10%,38%
Needham_34,NUVA,24-Feb,17,147,8.6,11.70%,48%
Needham_34,SYK,25-Jan,17,84,4.9,6.90%,44%
Needham_34,RMD,24-Jan,17,298,17.5,5.20%,59%
Needham_34,TFX,24-Feb,17,42,2.5,6.10%,35%
Needham_34,ZBH,1-Feb,17,-31,-1.8,8.70%,41%
Needham_34,BSX,3-Feb,17,168,9.9,10.70%,48%
Needham_34,GMED,23-Feb,17,119,7,12.00%,47%
Needham_34,CSII,9-Feb,17,186,10.9,34.50%,54%
Needham_34,ATRC,22-Feb,17,76,4.5,17.10%,35%
Needham_34,INGN,1-Mar,17,104,6.1,30.70%,53%
Needham_34,MDT,22-Feb,16,14,0.8,7.60%,41%
Needham_34,MMSI,22-Feb,15,178,11.9,14.10%,54%
Needham_34,SRDX,9-Feb,14,178,12.3,34.10%,46%
Needham_34,MASI,22-Feb,13,112,8.6,4.50%,35%
Needham_34,IVC,10-Feb,12,0,0,28.10%,31%
Needham_34,CRY,16-Feb,11,118,10.7,33.30%,51%
Needham_34,HAE,8-Feb,8,-56,-7,15.80%,16%
Needham_34,STE,14-Feb,6,64,10.7,7.90%,51%
Needham_34,NEO,23-Feb,3,-4,-1.3,37.10%,65%
Needham_34,VCYT,1-Mar,3,26,8.7,37.60%,64%
Needham_34,LIVN,2-Mar,3,19,6.3,23.50%,20%
Canaccord_285,PEN,1-Mar,5,-11,-2.2,42.70%,25%
Canaccord_285,BSX,3-Feb,4,-7,-1.8,11.30%,49%
Canaccord_285,EW,3-Feb,4,49,12.3,5.30%,60%
Canaccord_285,ATRC,22-Feb,4,11,2.8,19.80%,34%
Canaccord_285,NVRO,24-Feb,4,34,8.5,17.80%,64%
Canaccord_285,SWAV,17-Feb,4,42,10.5,32.50%,54%
Canaccord_285,MMSI,22-Feb,4,21,5.3,14.80%,37%
Canaccord_285,ANGO,6-Jan,3,61,20.3,43.80%,73%
Canaccord_285,IRTC,16-Feb,1,13,13,19.50%,64%
Oppenheimer_30,DXCM,23-Feb,9,55,5.8,56.30%,30%
Oppenheimer_30,CFMS,9-Feb,9,45,5,30.30%,46%
Oppenheimer_30,IART,24-Feb,9,-11,-1.2,14.70%,33%
Oppenheimer_30,BSX,3-Feb,9,65,7.2,16.30%,49%
Oppenheimer_30,GMED,23-Feb,9,26,2.7,19.70%,30%
Oppenheimer_30,PODD,23-Feb,9,147,15.5,63.80%,60%
Oppenheimer_30,SYK,25-Jan,9,107,11.3,5.20%,45%
Oppenheimer_30,COO,3-Mar,9,124,13.2,10.70%,57%
Oppenheimer_30,ZBH,1-Feb,9,44,4.6,10.70%,49%
